task,trial,subject,video_path,start_frame,end_frame,gesture,clip_path
Needle_Passing,Needle_Passing_D001,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_D001_capture2.avi,3660,3750,G4,/kaggle/working/clips/train_1044.npy
Needle_Passing,Needle_Passing_D001,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_D001_capture2.avi,3751,3863,G2,/kaggle/working/clips/train_1045.npy
Needle_Passing,Needle_Passing_D001,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_D001_capture2.avi,3864,3902,G3,/kaggle/working/clips/train_1046.npy
Needle_Passing,Needle_Passing_D001,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_D001_capture2.avi,3903,4026,G5,/kaggle/working/clips/train_1047.npy
Needle_Passing,Needle_Passing_D001,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_D001_capture2.avi,4027,4651,G6,/kaggle/working/clips/train_1048.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,12,238,G1,/kaggle/working/clips/train_1049.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,239,437,G5,/kaggle/working/clips/train_1050.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,438,673,G8,/kaggle/working/clips/train_1051.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,674,925,G2,/kaggle/working/clips/train_1052.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,926,1061,G3,/kaggle/working/clips/train_1053.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,1062,1335,G6,/kaggle/working/clips/train_1054.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,1336,1576,G4,/kaggle/working/clips/train_1055.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,1577,1838,G2,/kaggle/working/clips/train_1056.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,1839,2025,G3,/kaggle/working/clips/train_1057.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,2026,2306,G6,/kaggle/working/clips/train_1058.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,2307,2424,G4,/kaggle/working/clips/train_1059.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,2425,2712,G2,/kaggle/working/clips/train_1060.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,2713,2870,G3,/kaggle/working/clips/train_1061.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,2871,3173,G6,/kaggle/working/clips/train_1062.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,3174,3244,G4,/kaggle/working/clips/train_1063.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,3245,3662,G2,/kaggle/working/clips/train_1064.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,3663,3734,G3,/kaggle/working/clips/train_1065.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,3735,3874,G6,/kaggle/working/clips/train_1066.npy
Needle_Passing,Needle_Passing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I004_capture2.avi,3875,3978,G11,/kaggle/working/clips/train_1067.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,1,18,G1,/kaggle/working/clips/train_1068.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,19,204,G5,/kaggle/working/clips/train_1069.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,205,297,G8,/kaggle/working/clips/train_1070.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,298,801,G2,/kaggle/working/clips/train_1071.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,802,921,G3,/kaggle/working/clips/train_1072.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,922,986,G6,/kaggle/working/clips/train_1073.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,987,1066,G4,/kaggle/working/clips/train_1074.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,1067,1201,G2,/kaggle/working/clips/train_1075.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,1202,1271,G3,/kaggle/working/clips/train_1076.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,1272,1348,G6,/kaggle/working/clips/train_1077.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,1349,1432,G4,/kaggle/working/clips/train_1078.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,1433,1666,G2,/kaggle/working/clips/train_1079.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,1667,1730,G3,/kaggle/working/clips/train_1080.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,1731,1768,G6,/kaggle/working/clips/train_1081.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,1769,1831,G4,/kaggle/working/clips/train_1082.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,1832,2099,G2,/kaggle/working/clips/train_1083.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,2100,2169,G3,/kaggle/working/clips/train_1084.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,2170,2214,G6,/kaggle/working/clips/train_1085.npy
Needle_Passing,Needle_Passing_F003,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F003_capture2.avi,2215,2267,G11,/kaggle/working/clips/train_1086.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,50,141,G1,/kaggle/working/clips/train_1087.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,142,247,G5,/kaggle/working/clips/train_1088.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,248,472,G8,/kaggle/working/clips/train_1089.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,473,616,G2,/kaggle/working/clips/train_1090.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,617,762,G3,/kaggle/working/clips/train_1091.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,763,963,G6,/kaggle/working/clips/train_1092.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,964,1029,G4,/kaggle/working/clips/train_1093.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,1030,1386,G2,/kaggle/working/clips/train_1094.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,1387,1429,G3,/kaggle/working/clips/train_1095.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,1430,1497,G6,/kaggle/working/clips/train_1096.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,1498,1633,G4,/kaggle/working/clips/train_1097.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,1634,1880,G2,/kaggle/working/clips/train_1098.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,1881,1943,G3,/kaggle/working/clips/train_1099.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,1944,2000,G6,/kaggle/working/clips/train_1100.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,2001,2066,G4,/kaggle/working/clips/train_1101.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,2067,2635,G2,/kaggle/working/clips/train_1102.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,2636,2740,G8,/kaggle/working/clips/train_1103.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,2741,3358,G2,/kaggle/working/clips/train_1104.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,3359,3445,G3,/kaggle/working/clips/train_1105.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,3446,3497,G6,/kaggle/working/clips/train_1106.npy
Needle_Passing,Needle_Passing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C002_capture2.avi,3498,3613,G11,/kaggle/working/clips/train_1107.npy
Needle_Passing,Needle_Passing_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B004_capture2.avi,31,185,G1,/kaggle/working/clips/train_1108.npy
Needle_Passing,Needle_Passing_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B004_capture2.avi,186,515,G2,/kaggle/working/clips/train_1109.npy
Needle_Passing,Needle_Passing_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B004_capture2.avi,516,686,G3,/kaggle/working/clips/train_1110.npy
Needle_Passing,Needle_Passing_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B004_capture2.avi,687,872,G6,/kaggle/working/clips/train_1111.npy
Needle_Passing,Needle_Passing_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B004_capture2.avi,873,980,G4,/kaggle/working/clips/train_1112.npy
Needle_Passing,Needle_Passing_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B004_capture2.avi,981,1199,G2,/kaggle/working/clips/train_1113.npy
Needle_Passing,Needle_Passing_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B004_capture2.avi,1200,1282,G3,/kaggle/working/clips/train_1114.npy
Needle_Passing,Needle_Passing_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B004_capture2.avi,1283,1392,G6,/kaggle/working/clips/train_1115.npy
Needle_Passing,Needle_Passing_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B004_capture2.avi,1393,1486,G4,/kaggle/working/clips/train_1116.npy
Needle_Passing,Needle_Passing_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B004_capture2.avi,1487,1666,G2,/kaggle/working/clips/train_1117.npy
Needle_Passing,Needle_Passing_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B004_capture2.avi,1667,1745,G3,/kaggle/working/clips/train_1118.npy
Needle_Passing,Needle_Passing_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B004_capture2.avi,1746,1891,G6,/kaggle/working/clips/train_1119.npy
Needle_Passing,Needle_Passing_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B004_capture2.avi,1892,2008,G4,/kaggle/working/clips/train_1120.npy
Needle_Passing,Needle_Passing_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B004_capture2.avi,2009,2316,G2,/kaggle/working/clips/train_1121.npy
Needle_Passing,Needle_Passing_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B004_capture2.avi,2317,2404,G3,/kaggle/working/clips/train_1122.npy
Needle_Passing,Needle_Passing_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B004_capture2.avi,2405,2625,G6,/kaggle/working/clips/train_1123.npy
Needle_Passing,Needle_Passing_B004,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B004_capture2.avi,2626,2780,G11,/kaggle/working/clips/train_1124.npy
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,166,586,G1,/kaggle/working/clips/train_1125.npy
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,587,794,G2,/kaggle/working/clips/train_1126.npy
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,795,821,G3,/kaggle/working/clips/train_1127.npy
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,822,962,G6,/kaggle/working/clips/train_1128.npy
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,963,1113,G4,/kaggle/working/clips/train_1129.npy
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,1114,1448,G2,/kaggle/working/clips/train_1130.npy
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,1449,1492,G3,/kaggle/working/clips/train_1131.npy
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,1493,1631,G6,/kaggle/working/clips/train_1132.npy
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,1632,1775,G4,/kaggle/working/clips/train_1133.npy
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,1776,2184,G2,/kaggle/working/clips/train_1134.npy
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,2185,2340,G3,/kaggle/working/clips/train_1135.npy
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,2341,2498,G6,/kaggle/working/clips/train_1136.npy
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,2499,2655,G4,/kaggle/working/clips/train_1137.npy
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,2656,2875,G2,/kaggle/working/clips/train_1138.npy
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,2876,2922,G3,/kaggle/working/clips/train_1139.npy
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,2923,3056,G6,/kaggle/working/clips/train_1140.npy
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,3057,3330,G11,/kaggle/working/clips/train_1141.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,120,240,G1,/kaggle/working/clips/train_1142.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,241,415,G5,/kaggle/working/clips/train_1143.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,416,953,G8,/kaggle/working/clips/train_1144.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,954,1599,G2,/kaggle/working/clips/train_1145.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,1600,1796,G3,/kaggle/working/clips/train_1146.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,1797,2192,G6,/kaggle/working/clips/train_1147.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,2193,2314,G4,/kaggle/working/clips/train_1148.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,2315,2671,G2,/kaggle/working/clips/train_1149.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,2672,2777,G3,/kaggle/working/clips/train_1150.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,2778,3204,G6,/kaggle/working/clips/train_1151.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,3205,3390,G4,/kaggle/working/clips/train_1152.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,3391,3855,G2,/kaggle/working/clips/train_1153.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,3856,3912,G3,/kaggle/working/clips/train_1154.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,3913,4069,G6,/kaggle/working/clips/train_1155.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,4070,4194,G4,/kaggle/working/clips/train_1156.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,4195,4449,G2,/kaggle/working/clips/train_1157.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,4450,4500,G3,/kaggle/working/clips/train_1158.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,4501,4660,G6,/kaggle/working/clips/train_1159.npy
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,4661,4761,G11,/kaggle/working/clips/train_1160.npy
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,38,173,G1,/kaggle/working/clips/train_1161.npy
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,174,611,G2,/kaggle/working/clips/train_1162.npy
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,612,715,G3,/kaggle/working/clips/train_1163.npy
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,716,840,G6,/kaggle/working/clips/train_1164.npy
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,841,962,G4,/kaggle/working/clips/train_1165.npy
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,963,1456,G2,/kaggle/working/clips/train_1166.npy
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,1457,1583,G3,/kaggle/working/clips/train_1167.npy
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,1584,1772,G6,/kaggle/working/clips/train_1168.npy
