task,trial,subject,video_path,start_frame,end_frame,gesture
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,2499,2655,G4
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,2656,2875,G2
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,2876,2922,G3
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,2923,3056,G6
Needle_Passing,Needle_Passing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B001_capture2.avi,3057,3330,G11
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,120,240,G1
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,241,415,G5
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,416,953,G8
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,954,1599,G2
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,1600,1796,G3
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,1797,2192,G6
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,2193,2314,G4
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,2315,2671,G2
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,2672,2777,G3
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,2778,3204,G6
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,3205,3390,G4
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,3391,3855,G2
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,3856,3912,G3
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,3913,4069,G6
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,4070,4194,G4
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,4195,4449,G2
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,4450,4500,G3
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,4501,4660,G6
Needle_Passing,Needle_Passing_I003,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I003_capture2.avi,4661,4761,G11
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,38,173,G1
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,174,611,G2
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,612,715,G3
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,716,840,G6
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,841,962,G4
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,963,1456,G2
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,1457,1583,G3
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,1584,1772,G6
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,1773,2014,G4
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,2015,2215,G2
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,2216,2445,G6
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,2446,2562,G4
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,2563,2750,G2
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,2751,2845,G3
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,2846,2965,G6
Needle_Passing,Needle_Passing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_B003_capture2.avi,2966,3238,G11
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,1,99,G1
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,100,299,G5
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,300,455,G2
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,456,525,G3
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,526,581,G6
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,582,786,G4
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,787,951,G2
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,952,1039,G3
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,1040,1133,G6
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,1134,1193,G4
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,1194,1318,G2
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,1319,1394,G3
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,1395,1444,G6
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,1445,1504,G4
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,1505,1594,G2
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,1595,1657,G3
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,1658,1693,G6
Needle_Passing,Needle_Passing_F004,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_F004_capture2.avi,1694,1787,G11
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,82,190,G1
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,191,509,G5
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,510,739,G2
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,740,844,G3
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,845,994,G6
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,995,1081,G4
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,1082,1400,G2
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,1401,1523,G3
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,1524,1864,G6
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,1865,1962,G4
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,1963,2331,G2
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,2332,2414,G3
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,2415,2640,G6
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,2641,2739,G4
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,2740,3124,G2
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,3125,3190,G3
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,3191,3327,G6
Needle_Passing,Needle_Passing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I002_capture2.avi,3328,3443,G11
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,1,51,G1
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,52,251,G5
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,252,448,G8
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,449,658,G2
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,659,755,G3
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,756,988,G6
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,989,1111,G4
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,1112,1517,G2
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,1518,1579,G3
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,1580,1719,G6
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,1720,1765,G4
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,1766,2136,G2
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,2137,2215,G3
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,2216,2486,G6
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,2487,2650,G4
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,2651,2944,G2
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,2945,3017,G3
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,3018,3278,G6
Needle_Passing,Needle_Passing_I005,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_I005_capture2.avi,3279,3413,G11
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,103,147,G1
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,148,508,G5
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,509,766,G2
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,767,833,G3
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,834,958,G6
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,959,1028,G4
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,1029,1239,G2
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,1240,1333,G3
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,1334,1457,G6
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,1458,1608,G4
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,1609,2028,G2
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,2029,2282,G3
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,2283,2381,G6
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,2382,2606,G4
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,2607,2948,G2
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,2949,3063,G3
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,3064,3136,G6
Needle_Passing,Needle_Passing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_E003_capture2.avi,3137,3414,G11
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,239,336,G1
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,337,518,G5
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,519,613,G8
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,614,893,G2
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,894,987,G3
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,988,1286,G6
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,1287,1378,G4
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,1379,1579,G2
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,1580,1685,G3
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,1686,1799,G6
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,1800,1881,G4
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,1882,2271,G2
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,2272,2354,G3
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,2355,2447,G6
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,2448,2513,G4
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,2514,2864,G2
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,2865,2980,G3
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,2981,3088,G6
Needle_Passing,Needle_Passing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_H005_capture2.avi,3089,3249,G11
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,51,212,G1
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,213,259,G5
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,260,402,G8
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,403,626,G2
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,627,744,G3
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,745,813,G6
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,814,1003,G9
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,1004,1068,G4
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,1069,1112,G8
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,1113,1218,G2
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,1219,1285,G3
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,1286,1338,G6
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,1339,1399,G4
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,1400,1526,G2
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,1527,1583,G3
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,1584,1623,G6
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,1624,1678,G4
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,1679,2033,G2
Needle_Passing,Needle_Passing_C005,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Needle_Passing/Needle_Passing/video/Needle_Passing_C005_capture2.avi,2034,2113,G3
